J,N,P,M,file,parameter,true_value,posterior_mean,hdi_low,hdi_high,in_hdi,interval_width,relative_width,posterior_mse,abs_error,sq_error,r_hat,ess_bulk,ess_tail
100,50000,40,0,restaurants_mnl_P40_J100_N50k_I0_C0_M0_woJIT~00.nc,beta_d_46,-0.18,-0.213,-0.246,-0.18,True,0.066,0.3666666666666667,0.0014183011366982509,0.033,0.0010890000000000001,1.0,1469.0,1384.0
100,50000,40,0,restaurants_mnl_P40_J100_N50k_I0_C0_M0_woJIT~00.nc,beta_d_49,0.26,0.279,0.243,0.315,True,0.07200000000000001,0.27692307692307694,0.0007312049185906392,0.019000000000000017,0.00036100000000000064,1.0,1343.0,1237.0
100,50000,40,0,restaurants_mnl_P40_J100_N50k_I0_C0_M0_woJIT~00.nc,beta_d_50,0.16,0.196,0.155,0.234,True,0.07900000000000001,0.4937500000000001,0.0017225808492831807,0.036000000000000004,0.0012960000000000003,1.0,1092.0,1280.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.764,0.708,0.821,True,0.11299999999999999,0.15066666666666664,0.001119368967574061,0.014000000000000012,0.00019600000000000035,1.0,8782.0,5803.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.465,-0.516,-0.415,False,0.10100000000000003,0.25250000000000006,0.005028372166563932,0.065,0.0042250000000000005,1.0,8372.0,5981.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.569,-0.637,-0.499,True,0.138,0.23000000000000004,0.0023426315903857793,0.031000000000000028,0.0009610000000000017,1.0,10904.0,5025.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.815,0.651,0.968,True,0.31699999999999995,0.38192771084337346,0.007395322557624913,0.015000000000000013,0.0002250000000000004,1.0,2585.0,3989.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.246,1.118,1.375,True,0.2569999999999999,0.20559999999999992,0.004833531920840418,0.0040000000000000036,1.600000000000003e-05,1.0,2665.0,4455.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.827,0.679,0.971,True,0.2919999999999999,0.38933333333333325,0.011893095872562324,0.07699999999999996,0.005928999999999993,1.0,3011.0,4668.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.962,0.815,1.107,True,0.29200000000000004,0.29200000000000004,0.007569986066624744,0.038000000000000034,0.0014440000000000026,1.0,3033.0,4535.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.952,0.769,1.145,True,0.376,0.3957894736842105,0.010154642195289448,0.0020000000000000018,4.0000000000000074e-06,1.0,3022.0,4764.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.34,1.21,1.476,True,0.266,0.20461538461538462,0.006789597065795391,0.040000000000000036,0.001600000000000003,1.0,2639.0,4407.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.929,0.78,1.072,True,0.29200000000000004,0.3244444444444445,0.006873716680233789,0.029000000000000026,0.0008410000000000015,1.0,2553.0,4287.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_cost_x_logincome,0.02,0.037,0.025,0.049,False,0.024,1.2,0.00032756452756319986,0.016999999999999998,0.0002889999999999999,1.0,8317.0,5745.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_logdist_x_age,-0.02,-0.021,-0.023,-0.019,True,0.004,0.2,1.8864486977309467e-06,0.0010000000000000009,1.0000000000000019e-06,1.0,10867.0,5620.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_rating_x_edu_sec,0.15,0.142,0.066,0.224,True,0.158,1.0533333333333335,0.0018255225685260687,0.008000000000000007,6.400000000000012e-05,1.0,11983.0,6042.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_16,0.09,0.11,0.079,0.142,True,0.06299999999999999,0.6999999999999998,0.0006849022034884943,0.020000000000000004,0.0004000000000000002,1.0,7826.0,5953.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_19,-0.04,-0.035,-0.068,0.0,True,0.068,1.7000000000000002,0.0003544449964132121,0.0049999999999999975,2.4999999999999974e-05,1.0,10495.0,6321.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_20,0.12,0.097,-0.015,0.206,True,0.22099999999999997,1.8416666666666666,0.0040119946677554886,0.022999999999999993,0.0005289999999999996,1.0,6668.0,6163.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_21,0.22,0.179,0.152,0.209,False,0.056999999999999995,0.2590909090909091,0.0018670847109302396,0.04100000000000001,0.0016810000000000006,1.0,8695.0,6217.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_22,-0.18,-0.207,-0.248,-0.166,True,0.08199999999999999,0.4555555555555555,0.001216120991060139,0.026999999999999996,0.0007289999999999998,1.0,7799.0,6813.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_24,0.28,0.224,0.182,0.262,False,0.08000000000000002,0.28571428571428575,0.0036422497726682147,0.05600000000000002,0.0031360000000000025,1.0,8627.0,6572.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_25,-0.15,-0.236,-0.331,-0.134,True,0.197,1.3133333333333335,0.010249437049218721,0.086,0.007395999999999999,1.0,9933.0,6266.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_26,0.16,0.161,0.131,0.189,True,0.057999999999999996,0.3625,0.00022972307333235092,0.0010000000000000009,1.0000000000000019e-06,1.0,7759.0,6099.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_27,0.32,0.334,0.305,0.361,True,0.055999999999999994,0.175,0.0004156738393500443,0.014000000000000012,0.00019600000000000035,1.0,9878.0,6112.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_29,0.24,0.259,0.224,0.294,True,0.06999999999999998,0.2916666666666666,0.000715995760889556,0.019000000000000017,0.00036100000000000064,1.0,7649.0,6374.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_30,0.26,0.241,0.157,0.325,True,0.168,0.6461538461538462,0.0024082963583739927,0.019000000000000017,0.00036100000000000064,1.0,8530.0,6597.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_32,0.2,0.188,0.149,0.227,True,0.07800000000000001,0.39000000000000007,0.0005857588501097939,0.01200000000000001,0.00014400000000000025,1.0,7972.0,6665.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_33,0.3,0.289,0.114,0.466,True,0.35200000000000004,1.1733333333333336,0.00890872580000396,0.01100000000000001,0.00012100000000000022,1.0,10311.0,6171.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_34,-0.15,-0.194,-0.231,-0.158,False,0.07300000000000001,0.48666666666666675,0.0022917983661569336,0.04400000000000001,0.001936000000000001,1.0,9012.0,6412.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_c_35,0.34,0.296,0.19,0.398,True,0.20800000000000002,0.611764705882353,0.0049039993325734185,0.04400000000000004,0.0019360000000000035,1.0,10246.0,5838.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_36,0.24,0.293,0.223,0.361,True,0.13799999999999998,0.575,0.004164536113535954,0.05299999999999999,0.002808999999999999,1.0,9338.0,6273.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_37,0.28,0.258,0.196,0.321,True,0.125,0.4464285714285714,0.0016039222530658303,0.02200000000000002,0.00048400000000000087,1.0,7620.0,6137.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_38,-0.22,-0.208,-0.27,-0.143,True,0.12700000000000003,0.5772727272727274,0.0012930101615934446,0.01200000000000001,0.00014400000000000025,1.0,6508.0,6072.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_39,0.2,0.22,0.152,0.283,True,0.13099999999999998,0.6549999999999998,0.001615178317221289,0.01999999999999999,0.0003999999999999996,1.0,8585.0,5969.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_41,0.26,0.274,0.205,0.34,True,0.13500000000000004,0.5192307692307694,0.0014768875094918713,0.014000000000000012,0.00019600000000000035,1.0,9372.0,5944.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_42,-0.16,-0.136,-0.196,-0.079,True,0.117,0.7312500000000001,0.0015443532757495354,0.023999999999999994,0.0005759999999999997,1.0,9984.0,6699.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_43,0.22,0.191,0.131,0.245,True,0.11399999999999999,0.5181818181818182,0.0017551730139634292,0.028999999999999998,0.0008409999999999998,1.0,8975.0,6832.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_44,0.18,0.167,0.102,0.227,True,0.125,0.6944444444444444,0.0012860320725033953,0.012999999999999984,0.00016899999999999958,1.0,8877.0,6596.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_45,0.3,0.272,0.217,0.329,True,0.11200000000000002,0.3733333333333334,0.001663716765555747,0.02799999999999997,0.0007839999999999982,1.0,7432.0,6568.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_46,-0.18,-0.189,-0.245,-0.132,True,0.11299999999999999,0.6277777777777778,0.0009838341865964567,0.009000000000000008,8.100000000000014e-05,1.0,8955.0,6215.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_49,0.26,0.273,0.217,0.331,True,0.11400000000000002,0.4384615384615385,0.0010868332980463599,0.013000000000000012,0.0001690000000000003,1.0,8064.0,6932.0
200,10000,40,0,restaurants_mnl_P40_J200_N10k_I0_C0_M0_woJIT.nc,beta_d_50,0.16,0.191,0.127,0.256,True,0.129,0.80625,0.0021576569469223756,0.031,0.0009609999999999999,1.0,8821.0,6496.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.78,0.739,0.819,True,0.07999999999999996,0.10666666666666662,0.0014092811535653792,0.030000000000000027,0.0009000000000000016,1.0,2070.0,1826.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.417,-0.454,-0.381,True,0.07300000000000001,0.18250000000000002,0.00066347848247889,0.01699999999999996,0.0002889999999999986,1.0,1876.0,1303.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.633,-0.683,-0.586,True,0.09700000000000009,0.16166666666666682,0.001798858185151275,0.03300000000000003,0.0010890000000000019,1.0,4029.0,1570.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.794,0.678,0.902,True,0.22399999999999998,0.26987951807228916,0.004922230951704634,0.03599999999999992,0.0012959999999999942,1.01,569.0,910.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.244,1.159,1.338,True,0.17900000000000005,0.14320000000000005,0.002348383859564165,0.006000000000000005,3.600000000000006e-05,1.01,570.0,713.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.747,0.635,0.844,True,0.20899999999999996,0.2786666666666666,0.0030978282688538194,0.0030000000000000027,9.000000000000015e-06,1.01,615.0,764.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.966,0.863,1.068,True,0.20500000000000007,0.20500000000000007,0.004094646356595865,0.03400000000000003,0.001156000000000002,1.01,713.0,770.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.928,0.799,1.062,True,0.263,0.27684210526315794,0.005360141922858203,0.02199999999999991,0.000483999999999996,1.01,649.0,931.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.29,1.199,1.38,True,0.18099999999999983,0.1392307692307691,0.002564942262872538,0.010000000000000009,0.00010000000000000018,1.01,588.0,778.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.922,0.824,1.026,True,0.20200000000000007,0.2244444444444445,0.0033633001495277314,0.02200000000000002,0.00048400000000000087,1.01,534.0,789.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_cost_x_logincome,0.02,0.024,0.016,0.033,True,0.017,0.8500000000000001,4.190352167427711e-05,0.004,1.6e-05,1.0,1890.0,1243.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_logdist_x_age,-0.02,-0.019,-0.02,-0.018,True,0.0020000000000000018,0.10000000000000009,1.308515792836285e-06,0.0010000000000000009,1.0000000000000019e-06,1.0,3812.0,1701.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_rating_x_edu_sec,0.15,0.115,0.064,0.172,True,0.10799999999999998,0.72,0.0020601040651758796,0.03499999999999999,0.0012249999999999993,1.0,2387.0,1635.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_16,0.09,0.101,0.077,0.122,True,0.045,0.5,0.00026373013454497124,0.01100000000000001,0.00012100000000000022,1.0,1829.0,1775.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_19,-0.04,-0.057,-0.08,-0.033,True,0.047,1.175,0.0004556461931443708,0.017,0.00028900000000000003,1.01,2635.0,1462.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_20,0.12,0.143,0.062,0.216,True,0.154,1.2833333333333334,0.002205012523881686,0.022999999999999993,0.0005289999999999996,1.0,1099.0,1525.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_21,0.22,0.217,0.199,0.239,True,0.03999999999999998,0.18181818181818174,0.00011924930384096161,0.0030000000000000027,9.000000000000015e-06,1.0,1722.0,1616.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_22,-0.18,-0.209,-0.237,-0.178,True,0.059,0.3277777777777778,0.0011015684492681288,0.028999999999999998,0.0008409999999999998,1.0,1348.0,1414.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_24,0.28,0.259,0.229,0.285,True,0.055999999999999966,0.19999999999999987,0.0006747921453445354,0.02100000000000002,0.0004410000000000008,1.0,1881.0,1776.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_25,-0.15,-0.208,-0.277,-0.144,True,0.13300000000000003,0.8866666666666669,0.004706631767958982,0.057999999999999996,0.0033639999999999994,1.0,2055.0,1617.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_26,0.16,0.164,0.146,0.186,True,0.04000000000000001,0.25000000000000006,0.000128878920739309,0.0040000000000000036,1.600000000000003e-05,1.0,1625.0,1585.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_27,0.32,0.324,0.305,0.343,True,0.038000000000000034,0.1187500000000001,0.00012637106710099188,0.0040000000000000036,1.600000000000003e-05,1.0,2128.0,1611.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_29,0.24,0.235,0.209,0.259,True,0.05000000000000002,0.2083333333333334,0.00020287023519549956,0.0050000000000000044,2.5000000000000045e-05,1.0,1767.0,1683.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_30,0.26,0.283,0.226,0.343,True,0.11700000000000002,0.45000000000000007,0.0015044741163209282,0.022999999999999965,0.0005289999999999984,1.0,2037.0,1700.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_32,0.2,0.19,0.161,0.219,True,0.057999999999999996,0.29,0.0003313767225743722,0.010000000000000009,0.00010000000000000018,1.0,1531.0,1472.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_33,0.3,0.378,0.25,0.495,True,0.245,0.8166666666666667,0.010397976373486774,0.07800000000000001,0.006084000000000002,1.0,1642.0,1641.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_34,-0.15,-0.158,-0.185,-0.133,True,0.05199999999999999,0.3466666666666666,0.0002592200580321307,0.008000000000000007,6.400000000000012e-05,1.0,1613.0,1597.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_c_35,0.34,0.277,0.212,0.357,True,0.145,0.42647058823529405,0.005412307579133685,0.063,0.003969,1.0,2084.0,1542.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_36,0.24,0.261,0.212,0.307,True,0.095,0.39583333333333337,0.0010972951155654807,0.02100000000000002,0.0004410000000000008,1.0,1955.0,1551.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_37,0.28,0.26,0.215,0.301,True,0.086,0.3071428571428571,0.000954461205278928,0.020000000000000018,0.0004000000000000007,1.0,1779.0,1895.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_38,-0.22,-0.231,-0.275,-0.186,True,0.08900000000000002,0.40454545454545465,0.0006930543984862588,0.01100000000000001,0.00012100000000000022,1.0,1310.0,1489.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_39,0.2,0.21,0.168,0.26,True,0.092,0.45999999999999996,0.0007224991986492323,0.009999999999999981,9.999999999999963e-05,1.0,1660.0,1612.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_41,0.26,0.239,0.193,0.287,True,0.09399999999999997,0.3615384615384614,0.0010942925969542293,0.02100000000000002,0.0004410000000000008,1.0,1949.0,1604.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_42,-0.16,-0.136,-0.182,-0.096,True,0.086,0.5375,0.001101362196560352,0.023999999999999994,0.0005759999999999997,1.0,1998.0,1574.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_43,0.22,0.176,0.14,0.215,False,0.07499999999999998,0.34090909090909083,0.002356576213282614,0.04400000000000001,0.001936000000000001,1.0,1918.0,1642.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_44,0.18,0.177,0.134,0.223,True,0.089,0.49444444444444446,0.0005598836566355112,0.0030000000000000027,9.000000000000015e-06,1.0,2031.0,1419.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_45,0.3,0.288,0.249,0.328,True,0.07900000000000001,0.2633333333333334,0.0006004034971967085,0.01200000000000001,0.00014400000000000025,1.0,1691.0,1652.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_46,-0.18,-0.194,-0.232,-0.153,True,0.07900000000000001,0.438888888888889,0.0006458250213820156,0.014000000000000012,0.00019600000000000035,1.0,1949.0,1858.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_49,0.26,0.279,0.243,0.321,True,0.07800000000000001,0.30000000000000004,0.0008157058967728913,0.019000000000000017,0.00036100000000000064,1.0,1556.0,1538.0
200,20000,40,0,restaurants_mnl_P40_J200_N20k_I0_C0_M0_woJIT.nc,beta_d_50,0.16,0.166,0.118,0.211,True,0.093,0.5812499999999999,0.0006538884359145678,0.006000000000000005,3.600000000000006e-05,1.0,1525.0,1451.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.788,0.749,0.829,True,0.07999999999999996,0.10666666666666662,0.0018910353872511612,0.038000000000000034,0.0014440000000000026,1.0,2342.0,1568.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.383,-0.426,-0.339,True,0.08699999999999997,0.21749999999999992,0.0008420856704008174,0.017000000000000015,0.0002890000000000005,1.0,2062.0,1204.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.605,-0.666,-0.547,True,0.119,0.19833333333333333,0.0010841642777866794,0.0050000000000000044,2.5000000000000045e-05,1.0,4602.0,1444.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.804,0.677,0.924,True,0.247,0.29759036144578316,0.005271268470296011,0.025999999999999912,0.0006759999999999954,1.01,690.0,1030.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.205,1.084,1.331,True,0.2469999999999999,0.19759999999999991,0.006465011090293174,0.04499999999999993,0.002024999999999994,1.01,702.0,979.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.678,0.553,0.815,True,0.2619999999999999,0.3493333333333332,0.010218847314161188,0.07199999999999995,0.005183999999999993,1.0,759.0,1020.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.927,0.803,1.061,True,0.2579999999999999,0.2579999999999999,0.010132578741625469,0.07299999999999995,0.0053289999999999935,1.01,678.0,936.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.913,0.788,1.042,True,0.254,0.2673684210526316,0.005777400730534777,0.03699999999999992,0.0013689999999999941,1.0,653.0,839.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.199,1.081,1.317,True,0.236,0.1815384615384615,0.014193944686545126,0.10099999999999998,0.010200999999999997,1.01,646.0,1020.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.792,0.661,0.914,True,0.253,0.2811111111111111,0.016296063449205457,0.10799999999999998,0.011663999999999997,1.0,784.0,1142.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_cost_x_logincome,0.02,0.016,0.005,0.026,True,0.020999999999999998,1.0499999999999998,4.837796476514393e-05,0.004,1.6e-05,1.0,1967.0,1311.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_logdist_x_age,-0.02,-0.02,-0.021,-0.018,True,0.0030000000000000027,0.15000000000000013,9.718720244253443e-07,0.0,0.0,1.0,4157.0,1628.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_rating_x_edu_sec,0.15,0.107,0.038,0.17,True,0.132,0.8800000000000001,0.0031464250174502335,0.043,0.0018489999999999997,1.0,3780.0,1673.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_16,0.09,0.074,0.05,0.097,True,0.047,0.5222222222222223,0.0004257783886386314,0.016,0.000256,1.0,3081.0,1483.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_19,-0.04,-0.062,-0.092,-0.032,True,0.06,1.5,0.0007435391689259259,0.022,0.00048399999999999995,1.0,3134.0,1175.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_20,0.12,0.121,0.05,0.192,True,0.14200000000000002,1.1833333333333336,0.0014465075595725264,0.0010000000000000009,1.0000000000000019e-06,1.0,3042.0,1675.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_21,0.22,0.209,0.185,0.233,True,0.048000000000000015,0.21818181818181825,0.0002863313333883959,0.01100000000000001,0.00012100000000000022,1.0,3229.0,1361.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_22,-0.18,-0.158,-0.192,-0.126,True,0.066,0.3666666666666667,0.0007818053172875386,0.021999999999999992,0.0004839999999999996,1.0,3801.0,1870.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_24,0.28,0.255,0.229,0.285,True,0.055999999999999966,0.19999999999999987,0.0008494475486728808,0.025000000000000022,0.0006250000000000011,1.0,2816.0,1916.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_25,-0.15,-0.08,-0.168,0.008,True,0.17600000000000002,1.1733333333333336,0.007095153509689346,0.06999999999999999,0.004899999999999999,1.0,2810.0,1386.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_26,0.16,0.166,0.142,0.189,True,0.047000000000000014,0.29375000000000007,0.0001953222860597913,0.006000000000000005,3.600000000000006e-05,1.0,2997.0,1797.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_27,0.32,0.321,0.298,0.346,True,0.04799999999999999,0.14999999999999997,0.00015527957762910273,0.0010000000000000009,1.0000000000000019e-06,1.0,2532.0,1448.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_29,0.24,0.227,0.198,0.257,True,0.059,0.24583333333333332,0.0004176202874004333,0.012999999999999984,0.00016899999999999958,1.0,2845.0,1405.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_30,0.26,0.234,0.147,0.315,True,0.168,0.6461538461538462,0.0026647836095354477,0.025999999999999995,0.0006759999999999997,1.0,2938.0,1269.0
